source_phoneme,target_phoneme,f1_freq,f2_freq,f3_freq,f4_freq,f5_freq,f1_amp,f2_amp,f3_amp,f4_amp,f5_amp,chest,glottal,nasal,frication,f1_bw,f2_bw,f3_bw,f4_bw,f5_bw,bez_p1x,bez_p1y,bez_p2x,bez_p2y
A,s,3000,4000,5000,6000,7000,0.0,0.0,0.4,0.7,1.0,0.1,0.1,0.0,1.0,80.0,90.0,120.0,130.0,160.0,0.7,1.0,0.9,0.0
A,S,2000,3000,4000,5000,6000,0.0,0.1,0.6,0.9,0.8,0.1,0.1,0.0,1.0,80.0,90.0,120.0,130.0,160.0,0.7,1.0,0.9,0.0
A,z,2800,3800,4800,5800,6800,0.05,0.05,0.35,0.65,0.9,0.1,0.2,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.7,1.0,0.9,0.0
A,v,300,1100,2200,3200,4200,0.1,0.15,0.1,0.08,0.05,0.2,0.3,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.7,1.0,0.9,0.0
A,f,3000,4000,5000,6000,7000,0.0,0.0,0.3,0.6,0.9,0.1,0.1,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.7,1.0,0.9,0.0
A,h,400,1200,2400,3400,4400,0.15,0.15,0.15,0.1,0.1,0.2,0.2,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.7,1.0,0.9,0.0
A,d_h,250,1700,2600,3500,4500,0.35,0.3,0.2,0.1,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
A,b_h,250,700,2200,3200,4200,0.3,0.2,0.15,0.08,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
A,g_h,250,2000,2800,3500,4500,0.35,0.4,0.25,0.12,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
A,p_h,200,800,2000,3000,4000,0.15,0.1,0.1,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
A,k_h,200,2000,2800,3800,4800,0.15,0.1,0.1,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
A,t_h,200,1400,2400,3400,4400,0.1,0.08,0.08,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
A,d\,250,1500,2300,3400,4400,0.2,0.3,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
A,t\,200,1500,2300,3300,4300,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
A,n\,250,1000,2300,3300,4300,0.9,0.28,0.12,0.05,0.05,0.3,0.5,0.85,0.0,80.0,90.0,120.0,130.0,160.0,0.5,1.0,0.8,0.0
A,r\,350,1000,1400,3300,4200,0.8,0.55,0.35,0.18,0.09,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.5,1.0,0.8,0.0
O,NONE,570,840,2410,3300,4200,0.9,0.6,0.4,0.25,0.1,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.0,0.0,0.0,0.0
O,i,270,2290,3010,3700,4500,0.6,1.0,0.7,0.4,0.2,0.4,0.7,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.33,0.0,0.66,1.0
O,I,390,1990,2550,3700,4500,0.7,0.9,0.6,0.35,0.18,0.5,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.33,0.0,0.66,1.0
O,e,400,2000,2550,3600,4500,0.75,0.95,0.65,0.38,0.19,0.5,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.33,0.0,0.66,1.0
O,E,530,1840,2480,3600,4500,0.85,0.9,0.6,0.35,0.18,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.33,0.0,0.66,1.0
O,{,660,1720,2410,3500,4400,0.9,0.85,0.55,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.33,0.0,0.66,1.0
O,@,500,1500,2500,3500,4500,0.8,0.7,0.5,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.33,0.0,0.66,1.0
O,a,800,1200,2500,3500,4500,1.0,0.8,0.55,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.33,0.0,0.66,1.0
O,A,800,1100,2400,3400,4400,1.0,0.85,0.55,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.33,0.0,0.66,1.0
O,U,440,1020,2240,3100,4000,0.85,0.55,0.35,0.2,0.1,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.33,0.0,0.66,1.0
O,u,300,870,2240,3100,4000,0.75,0.5,0.3,0.18,0.09,0.4,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.33,0.0,0.66,1.0
O,m,250,900,2200,3200,4200,0.9,0.25,0.1,0.05,0.05,0.3,0.5,0.9,0.0,80.0,90.0,120.0,130.0,160.0,0.5,1.0,0.8,0.0
O,n,250,1100,2500,3500,4500,0.9,0.3,0.15,0.05,0.05,0.3,0.5,0.9,0.0,80.0,90.0,120.0,130.0,160.0,0.5,1.0,0.8,0.0
O,N,250,800,2300,3300,4300,0.9,0.2,0.1,0.05,0.05,0.3,0.5,0.95,0.0,80.0,90.0,120.0,130.0,160.0,0.5,1.0,0.8,0.0
O,r,400,1050,1550,3400,4300,0.8,0.6,0.4,0.2,0.1,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.5,1.0,0.8,0.0
O,l,360,1100,2800,3400,4300,0.8,0.6,0.5,0.2,0.1,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.5,1.0,0.8,0.0
O,j,300,2200,2900,3600,4500,0.6,0.9,0.7,0.35,0.18,0.4,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.5,1.0,0.8,0.0
O,w,300,700,2200,3100,4000,0.7,0.5,0.3,0.15,0.08,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.5,1.0,0.8,0.0
O,b,250,700,2200,3200,4200,0.2,0.15,0.1,0.05,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.85,1.0,0.95,0.0
O,d,250,1700,2600,3500,4500,0.2,0.3,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.85,1.0,0.95,0.0
O,g,250,2000,2800,3500,4500,0.3,0.4,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.85,1.0,0.95,0.0
O,p,200,800,2000,3000,4000,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.85,1.0,0.95,0.0
O,t,200,1400,2400,3400,4400,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.85,1.0,0.95,0.0
O,k,200,2000,2800,3800,4800,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.85,1.0,0.95,0.0
O,s,3000,4000,5000,6000,7000,0.0,0.0,0.4,0.7,1.0,0.1,0.1,0.0,1.0,80.0,90.0,120.0,130.0,160.0,0.7,1.0,0.9,0.0
O,S,2000,3000,4000,5000,6000,0.0,0.1,0.6,0.9,0.8,0.1,0.1,0.0,1.0,80.0,90.0,120.0,130.0,160.0,0.7,1.0,0.9,0.0
O,z,2800,3800,4800,5800,6800,0.05,0.05,0.35,0.65,0.9,0.1,0.2,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.7,1.0,0.9,0.0
O,v,300,1100,2200,3200,4200,0.1,0.15,0.1,0.08,0.05,0.2,0.3,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.7,1.0,0.9,0.0
O,f,3000,4000,5000,6000,7000,0.0,0.0,0.3,0.6,0.9,0.1,0.1,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.7,1.0,0.9,0.0
O,h,400,1200,2400,3400,4400,0.15,0.15,0.15,0.1,0.1,0.2,0.2,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.7,1.0,0.9,0.0
O,d_h,250,1700,2600,3500,4500,0.35,0.3,0.2,0.1,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
O,b_h,250,700,2200,3200,4200,0.3,0.2,0.15,0.08,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
O,g_h,250,2000,2800,3500,4500,0.35,0.4,0.25,0.12,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
O,p_h,200,800,2000,3000,4000,0.15,0.1,0.1,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
O,k_h,200,2000,2800,3800,4800,0.15,0.1,0.1,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
O,t_h,200,1400,2400,3400,4400,0.1,0.08,0.08,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
O,d\,250,1500,2300,3400,4400,0.2,0.3,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
O,t\,200,1500,2300,3300,4300,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
O,n\,250,1000,2300,3300,4300,0.9,0.28,0.12,0.05,0.05,0.3,0.5,0.85,0.0,80.0,90.0,120.0,130.0,160.0,0.5,1.0,0.8,0.0
O,r\,350,1000,1400,3300,4200,0.8,0.55,0.35,0.18,0.09,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.5,1.0,0.8,0.0
U,NONE,440,1020,2240,3100,4000,0.85,0.55,0.35,0.2,0.1,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.0,0.0,0.0,0.0
U,i,270,2290,3010,3700,4500,0.6,1.0,0.7,0.4,0.2,0.4,0.7,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.33,0.0,0.66,1.0
U,I,390,1990,2550,3700,4500,0.7,0.9,0.6,0.35,0.18,0.5,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.33,0.0,0.66,1.0
U,e,400,2000,2550,3600,4500,0.75,0.95,0.65,0.38,0.19,0.5,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.33,0.0,0.66,1.0
U,E,530,1840,2480,3600,4500,0.85,0.9,0.6,0.35,0.18,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.33,0.0,0.66,1.0
U,{,660,1720,2410,3500,4400,0.9,0.85,0.55,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.33,0.0,0.66,1.0
U,@,500,1500,2500,3500,4500,0.8,0.7,0.5,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.33,0.0,0.66,1.0
U,a,800,1200,2500,3500,4500,1.0,0.8,0.55,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.33,0.0,0.66,1.0
U,A,800,1100,2400,3400,4400,1.0,0.85,0.55,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.33,0.0,0.66,1.0
U,O,570,840,2410,3300,4200,0.9,0.6,0.4,0.25,0.1,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.33,0.0,0.66,1.0
U,u,300,870,2240,3100,4000,0.75,0.5,0.3,0.18,0.09,0.4,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.33,0.0,0.66,1.0
U,m,250,900,2200,3200,4200,0.9,0.25,0.1,0.05,0.05,0.3,0.5,0.9,0.0,80.0,90.0,120.0,130.0,160.0,0.5,1.0,0.8,0.0
U,n,250,1100,2500,3500,4500,0.9,0.3,0.15,0.05,0.05,0.3,0.5,0.9,0.0,80.0,90.0,120.0,130.0,160.0,0.5,1.0,0.8,0.0
U,N,250,800,2300,3300,4300,0.9,0.2,0.1,0.05,0.05,0.3,0.5,0.95,0.0,80.0,90.0,120.0,130.0,160.0,0.5,1.0,0.8,0.0
U,r,400,1050,1550,3400,4300,0.8,0.6,0.4,0.2,0.1,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.5,1.0,0.8,0.0
U,l,360,1100,2800,3400,4300,0.8,0.6,0.5,0.2,0.1,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.5,1.0,0.8,0.0
U,j,300,2200,2900,3600,4500,0.6,0.9,0.7,0.35,0.18,0.4,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.5,1.0,0.8,0.0
U,w,300,700,2200,3100,4000,0.7,0.5,0.3,0.15,0.08,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.5,1.0,0.8,0.0
U,b,250,700,2200,3200,4200,0.2,0.15,0.1,0.05,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.85,1.0,0.95,0.0
U,d,250,1700,2600,3500,4500,0.2,0.3,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.85,1.0,0.95,0.0
U,g,250,2000,2800,3500,4500,0.3,0.4,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.85,1.0,0.95,0.0
U,p,200,800,2000,3000,4000,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.85,1.0,0.95,0.0
U,t,200,1400,2400,3400,4400,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.85,1.0,0.95,0.0
U,k,200,2000,2800,3800,4800,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.85,1.0,0.95,0.0
U,s,3000,4000,5000,6000,7000,0.0,0.0,0.4,0.7,1.0,0.1,0.1,0.0,1.0,80.0,90.0,120.0,130.0,160.0,0.7,1.0,0.9,0.0
U,S,2000,3000,4000,5000,6000,0.0,0.1,0.6,0.9,0.8,0.1,0.1,0.0,1.0,80.0,90.0,120.0,130.0,160.0,0.7,1.0,0.9,0.0
U,z,2800,3800,4800,5800,6800,0.05,0.05,0.35,0.65,0.9,0.1,0.2,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.7,1.0,0.9,0.0
U,v,300,1100,2200,3200,4200,0.1,0.15,0.1,0.08,0.05,0.2,0.3,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.7,1.0,0.9,0.0
U,f,3000,4000,5000,6000,7000,0.0,0.0,0.3,0.6,0.9,0.1,0.1,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.7,1.0,0.9,0.0
U,h,400,1200,2400,3400,4400,0.15,0.15,0.15,0.1,0.1,0.2,0.2,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.7,1.0,0.9,0.0
U,d_h,250,1700,2600,3500,4500,0.35,0.3,0.2,0.1,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
U,b_h,250,700,2200,3200,4200,0.3,0.2,0.15,0.08,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
U,g_h,250,2000,2800,3500,4500,0.35,0.4,0.25,0.12,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
U,p_h,200,800,2000,3000,4000,0.15,0.1,0.1,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
U,k_h,200,2000,2800,3800,4800,0.15,0.1,0.1,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
U,t_h,200,1400,2400,3400,4400,0.1,0.08,0.08,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
U,d\,250,1500,2300,3400,4400,0.2,0.3,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
U,t\,200,1500,2300,3300,4300,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
U,n\,250,1000,2300,3300,4300,0.9,0.28,0.12,0.05,0.05,0.3,0.5,0.85,0.0,80.0,90.0,120.0,130.0,160.0,0.5,1.0,0.8,0.0
U,r\,350,1000,1400,3300,4200,0.8,0.55,0.35,0.18,0.09,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.5,1.0,0.8,0.0
u,NONE,300,870,2240,3100,4000,0.75,0.5,0.3,0.18,0.09,0.4,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.0,0.0,0.0,0.0
u,i,270,2290,3010,3700,4500,0.6,1.0,0.7,0.4,0.2,0.4,0.7,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.33,0.0,0.66,1.0
u,I,390,1990,2550,3700,4500,0.7,0.9,0.6,0.35,0.18,0.5,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.33,0.0,0.66,1.0
u,e,400,2000,2550,3600,4500,0.75,0.95,0.65,0.38,0.19,0.5,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.33,0.0,0.66,1.0
u,E,530,1840,2480,3600,4500,0.85,0.9,0.6,0.35,0.18,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.33,0.0,0.66,1.0
u,{,660,1720,2410,3500,4400,0.9,0.85,0.55,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.33,0.0,0.66,1.0
u,@,500,1500,2500,3500,4500,0.8,0.7,0.5,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.33,0.0,0.66,1.0
u,a,800,1200,2500,3500,4500,1.0,0.8,0.55,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.33,0.0,0.66,1.0
u,A,800,1100,2400,3400,4400,1.0,0.85,0.55,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.33,0.0,0.66,1.0
u,O,570,840,2410,3300,4200,0.9,0.6,0.4,0.25,0.1,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.33,0.0,0.66,1.0
u,U,440,1020,2240,3100,4000,0.85,0.55,0.35,0.2,0.1,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.33,0.0,0.66,1.0
u,m,250,900,2200,3200,4200,0.9,0.25,0.1,0.05,0.05,0.3,0.5,0.9,0.0,80.0,90.0,120.0,130.0,160.0,0.5,1.0,0.8,0.0
u,n,250,1100,2500,3500,4500,0.9,0.3,0.15,0.05,0.05,0.3,0.5,0.9,0.0,80.0,90.0,120.0,130.0,160.0,0.5,1.0,0.8,0.0
u,N,250,800,2300,3300,4300,0.9,0.2,0.1,0.05,0.05,0.3,0.5,0.95,0.0,80.0,90.0,120.0,130.0,160.0,0.5,1.0,0.8,0.0
u,r,400,1050,1550,3400,4300,0.8,0.6,0.4,0.2,0.1,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.5,1.0,0.8,0.0
u,l,360,1100,2800,3400,4300,0.8,0.6,0.5,0.2,0.1,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.5,1.0,0.8,0.0
u,j,300,2200,2900,3600,4500,0.6,0.9,0.7,0.35,0.18,0.4,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.5,1.0,0.8,0.0
u,w,300,700,2200,3100,4000,0.7,0.5,0.3,0.15,0.08,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.5,1.0,0.8,0.0
u,b,250,700,2200,3200,4200,0.2,0.15,0.1,0.05,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.85,1.0,0.95,0.0
u,d,250,1700,2600,3500,4500,0.2,0.3,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.85,1.0,0.95,0.0
u,g,250,2000,2800,3500,4500,0.3,0.4,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.85,1.0,0.95,0.0
u,p,200,800,2000,3000,4000,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.85,1.0,0.95,0.0
u,t,200,1400,2400,3400,4400,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.85,1.0,0.95,0.0
u,k,200,2000,2800,3800,4800,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.85,1.0,0.95,0.0
u,s,3000,4000,5000,6000,7000,0.0,0.0,0.4,0.7,1.0,0.1,0.1,0.0,1.0,80.0,90.0,120.0,130.0,160.0,0.7,1.0,0.9,0.0
u,S,2000,3000,4000,5000,6000,0.0,0.1,0.6,0.9,0.8,0.1,0.1,0.0,1.0,80.0,90.0,120.0,130.0,160.0,0.7,1.0,0.9,0.0
u,z,2800,3800,4800,5800,6800,0.05,0.05,0.35,0.65,0.9,0.1,0.2,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.7,1.0,0.9,0.0
u,v,300,1100,2200,3200,4200,0.1,0.15,0.1,0.08,0.05,0.2,0.3,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.7,1.0,0.9,0.0
u,f,3000,4000,5000,6000,7000,0.0,0.0,0.3,0.6,0.9,0.1,0.1,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.7,1.0,0.9,0.0
u,h,400,1200,2400,3400,4400,0.15,0.15,0.15,0.1,0.1,0.2,0.2,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.7,1.0,0.9,0.0
u,d_h,250,1700,2600,3500,4500,0.35,0.3,0.2,0.1,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
u,b_h,250,700,2200,3200,4200,0.3,0.2,0.15,0.08,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
u,g_h,250,2000,2800,3500,4500,0.35,0.4,0.25,0.12,0.05,0.3,0.6,0.0,0.6,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
u,p_h,200,800,2000,3000,4000,0.15,0.1,0.1,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
u,k_h,200,2000,2800,3800,4800,0.15,0.1,0.1,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
u,t_h,200,1400,2400,3400,4400,0.1,0.08,0.08,0.05,0.05,0.2,0.4,0.0,0.9,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
u,d\,250,1500,2300,3400,4400,0.2,0.3,0.2,0.1,0.05,0.3,0.4,0.0,0.1,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
u,t\,200,1500,2300,3300,4300,0.05,0.05,0.05,0.05,0.05,0.2,0.1,0.0,0.8,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
u,n\,250,1000,2300,3300,4300,0.9,0.28,0.12,0.05,0.05,0.3,0.5,0.85,0.0,80.0,90.0,120.0,130.0,160.0,0.5,1.0,0.8,0.0
u,r\,350,1000,1400,3300,4200,0.8,0.55,0.35,0.18,0.09,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.5,1.0,0.8,0.0
m,NONE,250,900,2200,3200,4200,0.9,0.25,0.1,0.05,0.05,0.3,0.5,0.9,0.0,80.0,90.0,120.0,130.0,160.0,0.0,0.0,0.0,0.0
m,i,270,2290,3010,3700,4500,0.6,1.0,0.7,0.4,0.2,0.4,0.7,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
m,I,390,1990,2550,3700,4500,0.7,0.9,0.6,0.35,0.18,0.5,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
m,e,400,2000,2550,3600,4500,0.75,0.95,0.65,0.38,0.19,0.5,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
m,E,530,1840,2480,3600,4500,0.85,0.9,0.6,0.35,0.18,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
m,{,660,1720,2410,3500,4400,0.9,0.85,0.55,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
m,@,500,1500,2500,3500,4500,0.8,0.7,0.5,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
m,a,800,1200,2500,3500,4500,1.0,0.8,0.55,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
m,A,800,1100,2400,3400,4400,1.0,0.85,0.55,0.3,0.15,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
m,O,570,840,2410,3300,4200,0.9,0.6,0.4,0.25,0.1,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
m,U,440,1020,2240,3100,4000,0.85,0.55,0.35,0.2,0.1,0.5,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
m,u,300,870,2240,3100,4000,0.75,0.5,0.3,0.18,0.09,0.4,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.5,1.0
m,n,250,1100,2500,3500,4500,0.9,0.3,0.15,0.05,0.05,0.3,0.5,0.9,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
m,N,250,800,2300,3300,4300,0.9,0.2,0.1,0.05,0.05,0.3,0.5,0.95,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
m,r,400,1050,1550,3400,4300,0.8,0.6,0.4,0.2,0.1,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
m,l,360,1100,2800,3400,4300,0.8,0.6,0.5,0.2,0.1,0.4,0.5,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
m,j,300,2200,2900,3600,4500,0.6,0.9,0.7,0.35,0.18,0.4,0.6,0.0,0.0,80.0,90.0,120.0,130.0,160.0,0.2,0.0,0.4,1.0
